6;0101006;EM FRANCISCO BENJAMIN GALLOTTI;1;"RUA DA AMÉRICA ";81;NULL;SANTO CRISTO;20220590
423;0101007;EM MARECHAL MASCARENHAS DE MORAES;1;RUA CARLOS SEIDL;20;NULL;CAJU;20931000
500;0101008;EM MARECHAL ESPERIDIÃO ROSAS;1;RUA DUQUE DE CAXIAS;5;NULL;CAJU;20931590
501;0101009;EM PROFESSOR WALTER CARLOS DE MAGALHÃES FRAENKEL;1;RUA CARLOS SEIDL;1141;NULL;CAJU;20931001
1613;0101011;EM FELIX MIELLI VENERANDO;1;RUA CARLOS SEIXAS;S/Nº;NULL;CAJU;20931007
502;0101012;EM PROFESSORA LAURA SYLVIA MENDES PEREIRA;1;RUA GENERAL SAMPAIO;71;NULL;CAJU;20931001
2280;01011;CP CREMED;1;Avenida Paulo de Frontin;476;NULL;Praça da Bandeira;20206010
2338;01012;CP CRECHE SALUS POZZI;1;NULL;NULL;NULL;NULL;NULL
2339;01013;CP CENTRO EDUCACIONAL CLAUDILENO;1;NULL;NULL;NULL;NULL;NULL
503;0101501;CIEP HENFIL;1;RUA CARLOS SEIDL;S/N;NULL;CAJU;20931001
10;0101601;CM LADEIRA DOS FUNCIONÁRIOS;1;RUA CARLOS SEIDL;1.281;NULL;CAJU;20931004
20;0101602;CM VIRGÍNIA LEMOS;1;RUA PARAÍSO;17;PARQUE ALEGRIA;SÃO CRISTÓVÃO;20920460
28;0101603;CM SENNINHA;1;" RUA CARLOS SEIDL, PARQUE BOA ESPERANÇA";71;REFERÊNCIA: TRAVESSA MANGUEIRA;CAJU;20931002
15;0101604;CM SEMPRE VIDA P. CONQUISTA;1;RUA CARLOS SEIDL;950;FUNDOS;CAJU;20931001
17;0101605;CM CLEMENTE FERREIRA;1;"RUA CARLOS SEIDL ";813;NULL;CAJU;20931002
31;0101606;CM QUINTA DO CAJU;1;RUA CIRCULAR DA QUINTA DO CAJU;140;NULL;CAJU;20931060
9;0101607;CM TIA DORA;1;" RUA BARÃO DA GAMBOA";203;NULL;SANTO CRISTO;20220690
25;0101801;EDI PARQUE DA ALEGRIA;1;"RUA PARAÍSO ";S/Nº;NULL;SÃO CRISTÓVÃO;20931000
1537;0101802;EDI MACHADO DE ASSIS;1;"RUA DA  AMÉRICA ";81;NULL;SANTO CRISTO;20220590
1;0101803;EDI ANTÔNIO RAPOSO TAVARES;1;RUA DO PROPÓSITO;73;NULL;GAMBOA;20220530
415;0102001;EM CELESTINO DA SILVA;1;RUA DO LAVRADIO;56;NULL;CENTRO;20230070
504;0102002;EM TIRADENTES;1;RUA VISCONDE DE RIO BRANCO;48;NULL;CENTRO;20060080
395;0102004;EM RIVADAVIA CORRÊA;1;AVENIDA PRESIDENTE VARGAS;1314;NULL;CIDADE NOVA;20210031
424;0102004;ESCOLA MUNICIPAL RIVADÁVIA CORRÊA;3;NULL;NULL;NULL;NULL;NULL
396;0102005;EM CALOUSTE GULBENKIAN;1;RUA PROFESSOR CLEMENTINO FRAGA;S/Nº;NULL;CENTRO;20230250
505;0102006;EM GUATEMALA;1;PRAÇA PRESIDENTE AGUIRRE CERDA;55;NULL;CENTRO;20240200
506;0102007;EM ORLANDO VILLAS BOAS;1;RUA ANDRÉ CAVALCANTI;103;NULL;CENTRO;20231050
1464;0102063;CM DOUTOR PAULO NIEMEYER;4;NULL;NULL;NULL;NULL;NULL
1408;0102201;CEM AV. DOS DESFILES;4;NULL;NULL;NULL;NULL;NULL
1409;0102205;CEM AV. DOS DESFILES - C. DE ARTE;4;NULL;NULL;NULL;NULL;NULL
507;0102501;EM TIA CIATA;1;AVENIDA PRESIDENTE VARGAS;S/N.°;NULL;CENTRO;20071003
509;0102502;CIEP AVENIDA DOS DESFILES I;1;AVENIDA SALVADOR DE SÁ;S/Nº;SETOR 13;CIDADE NOVA;20211260
510;0102503;CIEP AVENIDA DOS DESFILES II;1;AVENIDA SALVADOR DE SÁ;S/N.º;SETOR 13;CIDADE NOVA;20211260
511;0102504;CIEP AVENIDA DOS DESFILES;1;AVENIDA SALVADOR DE SÁ;S/N;SETOR 12;CIDADE NOVA;20211260
65;0102505;CIEP JOSÉ PEDRO VARELA;1;RUA DO LAVRADIO;133;NULL;CENTRO;20230070
46;0102601;CM SEMPRE VIDA SANTO ANTÔNIO DE PÁDUA;1;" RUA LAURINDO RABELO                                                                                 ";537;SÃO CARLOS;ESTÁCIO;20250150
42;0102602;CM ANA MARIA DA CRUZ SILVA;1;AVENIDA SALVADOR DE SÁ;S/Nº;SETOR 12;CIDADE NOVA;20211260
68;0102604;CM ARCO-ÍRIS;1;RUA DO LAVRADIO;133;NULL;CENTRO;20230070
73;0102605;CM ALDEIA DOS CURUMINS;1;"RUA ANDRÉ CAVALCANTI ";103;NULL;CENTRO;20231050
35;0102606;CM GEORGE SAVALLA GOMES - PALHAÇO CAREQUINHA;1;RUA GUSTAVO BARROSO;S/Nº;NULL;CENTRO;20230220
75;0102802;EDI CAMPOS SALLES;1;PRAÇA DA REPÚBLICA;S/N;NULL;CENTRO;20211350
38;0102803;EDI RACHEL DE QUEIROZ;1;AVENIDA PRESIDENTE VARGAS;S/N°;NULL;CIDADE NOVA;20210030
425;0103001;EM ESTADOS UNIDOS;1;RUA ITAPIRU;453;NULL;CATUMBI;20251031
512;0103003;EM MEM DE SÁ;1;RUA CAMPOS DA PAZ;218;NULL;RIO COMPRIDO;20250460
418;0103004;EM PEREIRA PASSOS;1;PRAÇA CONDESSA PAULO DE FRONTIN;45;NULL;RIO COMPRIDO;20261190
513;0103005;EM MARIO CLAUDIO;1;Rua Haddock Lobo;148;NULL;"Rio Comprido ";20260130
411;0103006;EM JENNY GOMES;1;AVENIDA PAULO DE FRONTIN;452;NULL;PRAÇA DA BANDEIRA;20261242
515;0103501;EM DO CATUMBI;1;RUA DOM PEDRO MASCARENHAS;23;NULL;CATUMBI;20251970
516;0103502;EM CANADÁ;1;RUA SÃO CARLOS;181;NULL;ESTÁCIO;20250050
49;0103601;CM ESPAÇO LIVRE DA CRIANÇA;1;" RUA LAURINDO RABELO                                                                                 ";184;SÃO CARLOS;ESTÁCIO;20250150
56;0103602;CM DIREITOS HUMANOS;1;"RUA BARÃO DE PETRÓPOLIS ";724;NULL;RIO COMPRIDO;20251062
1465;0103603;CM SANTA TERESA;4;NULL;NULL;NULL;NULL;NULL
63;0103604;CM SONHO INFANTIL;1;RUA INFANTE DE SAGRES;275;FUNDOS;RIO COMPRIDO;20261160
33;0103605;CM BRINCADEIRAS DE CRIANÇA;1;" RUA VAN ERVEN";S/Nº;NULL;CATUMBI;20211320
59;0103606;CM CAMPOS DA PAZ;1;RUA AZEVEDO LIMA;100;NULL;RIO COMPRIDO;20250500
52;0103607;CM ESTÁCIO DE SÁ;1;RUA ESTÁCIO DE SÁ;51;NULL;ESTÁCIO;20211270
1470;0103801;EDI PROFESSORA SIMONE SOUSA PIMENTEL;1;RUA INFANTE DE SAGRES;121;NULL;RIO COMPRIDO;20261160
569;0103802;EDI LILY MARINHO;1;RUA GONÇALVES;S/N;NULL;SANTA TERESA;20251350
1553;0103804;EDI ZÉLIA GATTAI AMADO;1;RUA CATURAMA;S/Nº;NULL;RIO COMPRIDO;20251070
1579;0103805;EDI BEATRIZ VICÊNCIA BANDEIRA RYFF;1;RUA SANTOS RODRIGUES;263;NULL;ESTÁCIO;20250430
514;0103806;EDI FUNDAÇÃO LEÃO XIII;1;" RUA LAURINDO RABELO                                                                                 ";554;NULL;ESTÁCIO;20250150
1625;0103807;EDI MARIA LUIZA NOBRE - TIA LUIZINHA;1;" RUA ITAPIRU ";527;FUNDOS;CATUMBI;20251030
412;0107001;EM GONÇALVES DIAS;1;CAMPO SÃO CRISTÓVÃO;115;NULL;SÃO CRISTÓVÃO;20921440
517;0107002;EM NILO PEÇANHA;1;AVENIDA PEDRO II;398;NULL;SÃO CRISTÓVÃO;20941070
518;0107003;EM PORTUGAL;1;AVENIDA DO EXÉRCITO;175;NULL;SÃO CRISTÓVÃO;20910025
519;0107004;EM FLORIANO PEIXOTO;1;PRAÇA ARGENTINA;20;NULL;SÃO CRISTÓVÃO;20920050
520;0107005;EM JOÃO DE CAMARGO;1;RUA RICARDO MACHADO;633;NULL;SÃO CRISTÓVÃO;20921270
521;0107006;EM MARECHAL TROMPOWSKY;1;AVENIDA BARTOLOMEU DE GUSMÃO;1.100;FUNDOS;SÃO CRISTÓVÃO;20941160
522;0107007;EM HUMBERTO DE CAMPOS;1;TRAVESSA SAIÃO LOBATO;40;NULL;MANGUEIRA;20943135
523;0107008;EM JOSÉ MOREIRA DA SILVA;1;"RUA DO EUCALIPTO ";S/N;NULL;MANGUEIRA;20911054
524;0107009;EM URUGUAI;1;RUA ANA NERI;192;NULL;BENFICA;20911442
525;0107011;EM CARDEAL LEME;1;RUA ÉBANO;205;NULL;BENFICA;20930060
526;0107012;EM GONZAGA DA GAMA FILHO;1;RUA GENERAL GUSTAVO CORDEIRO DE FARIAS;578;NULL;BENFICA;20910220
113;0107013;EM ALICE DO AMARAL PEIXOTO;1;RUA ÉBANO;187;NULL;BENFICA;20930060
1649;0107016;EM JOSUE DE SOUSA MONTELLO;1;CAMPO SÃO CRISTÓVÃO;115;FUNDOS;SÃO CRISTÓVÃO;20921440
2038;0107017;EM NEUMA GONÇALVES DA SILVA - DONA NEUMA;1;RUA GENERAL GUSTAVO CORDEIRO DE FARIAS;578;NULL;BENFICA;20910220
528;0107501;EM EDMUNDO BITTENCOURT;1;RUA LOPES TROVÃO;287;NULL;BENFICA;20920340
529;0107502;EM MESTRE WALDEMIRO;1;AVENIDA BARTOLOMEU DE GUSMÃO;850;FUNDOS;SÃO CRISTÓVÃO;20941160
140;0107601;CM ADALBERTO ISMAEL DE SOUZA;1;AVENIDA BARTOLOMEU DE GUSMÃO;1.100;NULL;SÃO CRISTÓVÃO;20941160
89;0107602;CM DEPUTADO LUIZ EDUARDO DE MAGALHÃES;1;"RUA SÃO LUIZ GONZAGA ";1486;TUIUTI;BENFICA;20910062
130;0107603;CM VOVÓ LUCÍOLA;1;RUA VISCONDE DE NITERÓI (TRAVESSA OLARIA);S/Nº;NULL;MANGUEIRA;20943001
135;0107604;CM HOMERO JOSÉ DOS SANTOS;1;" RUA ICARAI";S/N;NULL;MANGUEIRA;20941025
119;0107605;CM EDUARDO MOREIRA DOS SANTOS;1;RUA JUPARÁ;98;NULL;MANGUEIRA;20911060
93;0107606;CM FRANCISCO ALVES;1;PRAÇA CARMELA DUTRA;1;NULL;SÃO CRISTÓVÃO;20921240
124;0107607;CM NAÇÃO MANGUEIRENSE;1;RUA VISCONDE DE NITEROI;774;NULL;MANGUEIRA;20943001
103;0107608;CM SAMORA MACHEL;1;RUA LEOPOLDO BULHÕES;700;NULL;Benfica;20911300
99;0107609;CM VASQUINHO;1;RUA SANTO ANTÔNIO;S/Nº;NULL;SÃO CRISTÓVÃO;20921180
105;0107610;CM ARARA AZUL;1;RUA ADEMAR SERPA;S/Nº;NULL;BENFICA;20911400
1527;0107801;EDI PROFESSORA DAYSE MALAGOLE;1;RUA RICARDO MACHADO;S/Nº;NULL;SÃO CRISTÓVÃO;20921270
121;0107802;EDI MORRO DOS TELÉGRAFOS;1;RUA JUPARÁ;91;NULL;MANGUEIRA;20911060
527;0107803;EDI DOIS DE JULHO;1;RUA FERREIRA DE ARAÚJO;119;NULL;SÃO CRISTÓVÃO;20920350
530;0121001;EM JOAQUIM MANUEL DE MACEDO;1;RUA PADRE JUVENAL;74;NULL;PAQUETÁ;20397070
531;0121002;EM PEDRO BRUNO;4;NULL;NULL;NULL;NULL;NULL
532;0123001;EM MACHADO DE ASSIS;1;RUA DIAS DE BARROS;50;NULL;SANTA TERESA;20241020
533;0123002;EM SANTA CATARINA;1;RUA EDUARDO SANTOS;38;NULL;SANTA TERESA;20251460
82;0123003;EM JULIA LOPES DE ALMEIDA;1;RUA ALMIRANTE ALEXANDRINO;3466;NULL;SANTA TERESA;20241266
1547;0123004;EM JUAN ANTONIO SAMARANCH;1;RUA MARCEL PROST;201;NULL;SANTA TERESA;20251130
79;0123601;CM JOSÉ MARINHO DE OLIVEIRA;1;LADEIRA LAUREANO;S/Nº;NULL;SANTA TERESA;20240261
1456;0123602;CM HEITOR DOS PRAZERES;4;NULL;NULL;NULL;NULL;NULL
83;0123603;CM FALLET;1;RUA FALLET;302;NULL;SANTA TERESA;20241260
1620;0123701;CDEI AMÁLIA FERNANDES CONDE;4;NULL;NULL;NULL;NULL;NULL
1572;0123801;EDI HELOÍSA MARINHO;1;RUA ALMIRANTE ALEXANDRINO;2.235;NULL;SANTA TERESA;20241260
1870;01601;ASSOCIAÇÃO DE EDUCAÇÃO INFANTIL FLORESCER;3;NULL;NULL;NULL;NULL;NULL
1871;01601;CC CANTINHO FELIZ DE SANTA TERESA;3;NULL;NULL;NULL;NULL;NULL
1686;02001;CP CRECHE ESPAÇO SEMENTE;1;TRAVESSA SÃO LUIS;99;NULL;TIJUCA;20530400
1687;02002;CP EDUCANDÁRIO CASA DE JACIRA;1;RUA AGUIAR;72;NULL;TIJUCA;20261120
1693;02003;CP CENTRO COMUNITÁRIO DA RUA UM UNIÃO FAZ A FORÇA;1;" ESTRADA DA GÁVEA ";259;NULL;ROCINHA;22451262
1694;02004;CP AÇÃO SOCIAL PADRE ANCHIETA - ASPA;1;TRAVESSA LUZ;13;NULL;ROCINHA;22451590
1695;02005;CP ESCOLA COMUNITÁRIA DO CANTAGALO;1;RUA SANT ROMAN;200;NULL;COPACABANA;22071060
1696;02006;CP CRECHE PRÉ-ESCOLA COMUNITÁRIA DOIS IRMÃOS;1;" ESTRADA DA GAVEA    ";325;BECO 1 CASA 30;GÁVEA;22451265
1698;02007;CP OBRA SOCIAL PARÓQUIA STA. CRUZ DE COPACABANA (CANTINHO DA NATUREZA);4;NULL;NULL;NULL;NULL;NULL
1700;02008;CRECHE CONVENIADA CREI - CENTRO DE RECUPERACAO INFANTIL;3;NULL;NULL;NULL;NULL;NULL
1701;02009;CP ABRIGO TERESA DE JESUS;1;RUA IBITURUNA;53;NULL;MARACANÃ;20271021
1706;02010;CP CRECHE PATINHO FELIZ;1;" RUA ARMANDO DE ALBUQUERQUE ";168;NULL;VILA ISABEL;20560130
1707;02011;CP SOCIEDADE CIVIL DE ASSISTÊNCIA A MENORES - CASA DA DINDA;1;" RUA PETROCOCHINO";74;NULL;VILA ISABEL;20551255
1709;02012;CP GRUPO COMUNITÁRIO CRECHE ESCOLA TIA MAURA;1;ESTRADA DAS CANOAS;720;NULL;SÃO CONRADO;22610210
1710;02013;CP CENTRO DE EDUCAÇÃO INFANTIL CRISTO REDENTOR;1;RUA INDIANA;59;NULL;COSME VELHO;22241250
1711;02014;CP CRUZADA PELA INFÂNCIA DO LEME;1;Rua Coelho Cintra;380;NULL;Copacabana;22011080
1712;02015;CP CRECHE SANT ANNA;1;"RUA DAS LARANJEIRAS ";519;NULL;LARANJEIRAS;22240005
1714;02016;CP CASA MATERNAL MELLO MATTOS;1;RUA FARO;80;NULL;JARDIM BOTÂNICO;22461020
1716;02017;CP CASA SANTA MARTA - UNAP;4;NULL;NULL;NULL;NULL;NULL
1743;02018;CP FUNDAÇÃO CASA SANTA IGNEZ;1;RUA MARY PESSOA;91;NULL;GÁVEA;22451220
1744;02019;CP UNIDAS - OBRAS SOCIAIS UNIDAS DE SANTA MARTA;1;"RUA DO JABUTI ";09;MORRO SANTA MARTA;BOTAFOGO;22260136
1745;02020;CP CASA ESPÍRITA CRISTÃ MARIA DE NAZARÉ;1;ESTR. DA GÁVEA;262;QUARTEIRÃO 21, RUA 1;ROCINHA;22451450
1748;02021;CP CRECHE COMUNITÁRIA SOL DA LIBERDADE;4;NULL;NULL;NULL;NULL;NULL
1773;02022;CP CRECHE CHAPEUZINHO MARROM;1;RUA JOAQIM PIZARRO;63;NULL;RIO COMPRIDO;20261110
1774;02023;CP CRECHE QUERUBIM;4;NULL;NULL;NULL;NULL;NULL
1775;02024;CP CRECHE ESCADINHA DO SABER;1;ESTRADA DO TIJUAÇU;32;ASSOCIAÇÃO DE MORADORES;ALTO DA BOA VISTA;20531390
1776;02025;CP CRECHE BEZERRA DE MENEZES - BOTAFOGO;1;RUA MARTINS FERREIRA;57;NULL;BOTAFOGO;22271010
1777;02026;CP CRECHE MONSENHOR FRANCA;1;"RUA  TAVARES BASTOS ";296;NULL;CATETE;22221030
1778;02027;CP ASSOCIAÇÃO DOS ANTIGOS ALUNOS DOS PADRES ANCHIETAS;4;NULL;NULL;NULL;NULL;NULL
1779;02028;CP OBRAS SOCIAIS PADRE ALEIXO;1;"RUA PAULO VI ";62;NULL;FLAMENGO;22230080
1780;02029;CP CASA DA CRIANÇA;1;RUA FERNANDES GUIMARÃES;85;NULL;BOTAFOGO;22290000
1781;02030;CP BERÇÁRIO NOVA JERUSALEM;4;NULL;NULL;NULL;NULL;NULL
1782;02031;CP CENTRO COMUNITÁRIO ALEGRIA DAS CRIANÇAS;1;"RUA DOIS ";431;NULL;ROCINHA;22451340
1783;02032;CP PATRONATO OPERÁRIO DA GÁVEA;1;AVENIDA LINEU DE PAULA MACHADO;795;NULL;JARDIM BOTÂNICO;22470040
1892;02033;CP CENTRO EDUCACIONAL PADRE AGOSTINHO;4;NULL;NULL;NULL;NULL;NULL
1893;02034;CP CENTRO SOCIAL DA MULHER UÊGA;1;TRAVESSA ESPERANÇA;37;2º ANDAR;ROCINHA;22451365
1894;02035;CP CENTRO SOCIAL E AÍ COMO É QUE FICA ?;1;" ESTRADA DA GÁVEA ";229;CASA 1;ROCINHA;22451262
1895;02036;CP CRECHE BERÇÁRIO MARIA HELENA DA ROCINHA;1;TRAVESSA ESPERANÇA;12;NULL;ROCINHA;22451365
1896;02037;CP CRECHE COMUNITÁRIA CANTINHO DA NATUREZA;1;RUA  EUCLIDES DA ROCHA,;370;NULL;COPACABANA;22031100
1897;02038;CP CRECHE CHÁCARA DO CÉU;1;ESTRADA DA INDENPENDENCIA;161;RUA DA IGREJA N04;TIJUCA;20530400
1898;02039;CP CRECHE ESCOLA MENINOS DE LUZ;1;"  RUA SAINT ROMAN";142;NULL;COPACABANA;22071060
1899;02040;CP CRECHE MARIA MARIA;1;" ESTRADA DA GÁVEA ";259;RUA 1 - 52;ROCINHA;22451262
597;0204001;EM DEODORO;1;RUA DA GLÓRIA;64;NULL;GLÓRIA;20241180
605;0204002;EM MARIA LEOPOLDINA;1;RUA SANTO AMARO;133;NULL;GLÓRIA;22211230
609;0204003;EM ALBERTO BARTH;1;AVENIDA OSWALDO CRUZ;124;NULL;FLAMENGO;22250060
610;0204004;EM EDUCANDÁRIO ROMÃO DE MATTOS DUARTE;1;RUA PAULO VI;60;NULL;FLAMENGO;22230080
611;0204005;EM JOSÉ DE ALENCAR;1;rua das laranjeiras;397;NULL;laranjeiras;22240002
612;0204006;EM ANNE FRANK;1;RUA PINHEIRO MACHADO;190;NULL;LARANJEIRAS;22231090
613;0204007;EM ALBERT SCHWEITZER;1;RUA GENERAL GLICÉRIO;186;NULL;LARANJEIRAS;22245120
614;0204008;EM VITAL BRASIL;1;"RUA SILVEIRA MARTINS                                                                                 ";80;FUNDOS;FLAMENGO;22221000
615;0204009;EM GUARARAPES CÂNDIDO;1;"LADEIRA DOS GUARARAPES ";292;FUNDOS;COSME VELHO;22241200
616;0204010;EM FRANCISCO ALVES;1;TRAVESSA PEPE;77;NULL;BOTAFOGO;22290020
427;0204011;EM JOAQUIM NABUCO;1;RUA DONA MARIANA;148;NULL;BOTAFOGO;22280020
617;0204012;EM MÉXICO;1;RUA DA MATRIZ;67;NULL;BOTAFOGO;22260100
619;0204014;EM PRESIDENTE ARTHUR DA COSTA E SILVA;1;RUA ASSUNÇÃO;257;NULL;BOTAFOGO;22251030
621;0204015;EM JOÃO SALDANHA;1;RUA DA PASSAGEM;104;NULL;BOTAFOGO;22290031
620;0204015;ESCOLA MUNICIPAL JOAO SALDANHA;3;NULL;NULL;NULL;NULL;NULL
586;0204017;EM JOAQUIM ABÍLIO BORGES;1;RUA DO HUMAITÁ;19;NULL;HUMAITÁ;22261001
623;0204018;EM ESTÁCIO DE SÁ;1;PRAÇA TENENTE-CORONEL SIQUEIRA;22;NULL;URCA;22291160
624;0204019;EM MINAS GERAIS;1;AVENIDA PASTEUR;433;NULL;URCA;22290255
626;0204021;EM SENADOR CORRÊA;1;RUA ESTEVES JUNIOR;42;NULL;LARANJEIRAS;22231160
1900;02041;CP CRECHE E PRÉ-ESCOLA COMUNITÁRIA DO 199 PINGO DE GENTE;1;" ESTRADA DA GÁVEA ";199;BECO 1 - CASA 34;ROCINHA;22451262
1901;02042;CP CRECHE SANTA CLARA;1;RUA ALICE;308;NULL;LARANJEIRAS;22241020
1902;02043;CP CRECHE SANTA MÔNICA;1;ESTRADA DA INDENPENDENCIA;56;NULL;TIJUCA;20530400
1903;02044;CP CRECHE SÃO COSME E SÃO DAMIÃO;1;RUA LEOPOLDO;434;NULL;ANDARAI;20541170
1904;02045;CP CREI - CENTRO DE RECUPERAÇÃO INFANTIL;1;RUA JOANA ANGÉLICA;203;NULL;IPANEMA;22420030
627;0204501;CIEP PRESIDENTE TANCREDO NEVES;1;"RUA DO CATETE ";77;NULL;CATETE;22220000
628;0204502;CIEP PRESIDENTE AGOSTINHO NETO;1;RUA VISCONDE DE SILVA;S/Nº;NULL;HUMAITÁ;22271043
1905;02046;CP ESPAÇO SANTA TEREZINHA - EST;1;RUA GENERAL RABELO;9;NULL;GÁVEA;22451010
2;0204601;CM TIA AMÁLIA;1;LADEIRA DOS GUARARAPES;178;NULL;COSME VELHO;22241275
3;0204602;CM ARACY GUIMARÃES ROSA;1;RUA BENTO LISBOA;132;A;CATETE;22221011
1906;02047;CP GRUPO COMUNITÁRIO MORRO DA ALEGRIA;1;EST. DA GÁVEA;523;RUA UM 159;ROCINHA;22451263
1907;02048;CP LAR CANTINHO FELIZ;1;RUA TORRES HOMEM;1024;NULL;VILA ISABEL;20551070
618;0204801;EDI MARECHAL HERMES;1;RUA CAPISTRANO DE ABREU;1;NULL;BOTAFOGO;22271000
622;0204802;EDI CASA DA CRIANÇA;1;RUA FERNANDES GUIMARÃES;85;NULL;BOTAFOGO;22290000
625;0204803;EDI GABRIELA MISTRAL;1;PRAÇA GENERAL TIBURCIO;145;NULL;URCA;22290270
1647;0204804;EDI PROFESSORA SARITA KONDER;1;"RUA  ALICE ";1890;NULL;LARANJEIRAS;22241020
1784;0204805;EDI CLAUDIO CAVALCANTI;1;RUA SOROCABA;533;NULL;BOTAFOGO;22271110
1786;0204806;EDI IRMA MARGARITA ALARCON;1;" RUA PEREIRA DA SILVA";826;NULL;LARANJEIRAS;22221140
1908;02049;CP OBRA DO BERÇO;1;RUA CÍCERO GOIS MONTEIRO;19;NULL;LAGOA;22471240
1909;02050;CP ORGANIZAÇÃO CRECHE ARTE TIO JOÃO;4;NULL;NULL;NULL;NULL;NULL
629;0205001;EM SÃO TOMÁS DE AQUINO;1;PRAÇA ALMIRANTE JÚLIO DE NORONHA;40;NULL;LEME;22010020
1459;0205002;CM CHAPEU MANGUEIRA;4;NULL;NULL;NULL;NULL;NULL
630;0205003;EM DOUTOR CÍCERO PENNA;1;AVENIDA ATLÂNTICA;1976;NULL;COPACABANA;22021001
631;0205004;EM DOUTOR COCIO BARCELLOS;1;RUA BARÃO DE IPANEMA;34;NULL;COPACABANA;22050031
